model_output,ground_truth,top_20_tokens,top_20_probs,match,match_substring
Square<end_of_turn>,square,"['Square', '**', 'Rect', 'Quadr', ' Square', 'White', 'Squ', 'square', 'Geometric', 'Squared', 'Here', 'Sq', 'The', 'Squares', ' square', 'Obl', '<start_of_image>', 'C', 'It', 'Equ']","tensor([1.0000e+00, 1.0073e-09, 3.8484e-10, 2.3863e-10, 4.2673e-11, 1.3220e-11,
        1.1446e-11, 5.6632e-12, 4.3113e-12, 4.1632e-12, 5.7156e-13, 2.7885e-13,
        2.4525e-13, 1.5774e-13, 1.1838e-13, 5.8871e-14, 3.1121e-14, 2.8469e-14,
        2.4653e-14, 2.4547e-14])",False,True
Star<end_of_turn>,star,"['Star', 'Stars', 'Starred', 'Starburst', 'Starts', 'Square', '**', 'star', ' Star', '⭐', 'stars', ' stars', 'Start', '⭐️', 'Super', ' star', '星', '☆', 'Pent', ' Stars']","tensor([9.8754e-01, 1.2460e-02, 2.0893e-07, 6.2852e-08, 7.8225e-09, 7.3175e-09,
        6.0143e-09, 4.5869e-09, 3.7645e-09, 2.2963e-09, 1.3613e-09, 1.2015e-09,
        1.0771e-09, 9.6886e-10, 6.5046e-10, 6.0785e-10, 4.0848e-10, 3.5990e-10,
        3.3599e-10, 3.2907e-10])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Square', '**', ' Rect', 'Geometric', 'Vertical', 'Obl', ' rectangular', 'Fram', 'rectangular', 'Quadr', 'Ret', 'Sub', 'Frame', 'S', '矩', '   ', ' Rectangle', 'Sh']","tensor([9.9954e-01, 4.6006e-04, 2.4713e-06, 3.6842e-09, 3.6303e-09, 7.5878e-10,
        2.9042e-10, 2.7774e-10, 2.6341e-10, 9.3587e-11, 8.1721e-11, 4.8758e-11,
        2.0959e-11, 1.6837e-11, 1.5140e-11, 1.1880e-11, 1.1493e-11, 8.7152e-12,
        8.6050e-12, 5.3131e-12])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'Ups', 'Diamond', 'In', 'Equ', 'Tra', ' Triangle', 'Arrow', 'triangle', 'Right', 'Py', 'Hex', '**', 'Circle', ' triangle', 'Square', 'Chevron', 'Rh', 'Here']","tensor([1.0000e+00, 3.2392e-06, 6.2666e-07, 5.4311e-07, 5.2164e-08, 4.7709e-08,
        2.1833e-08, 1.2127e-08, 8.9702e-09, 3.1677e-09, 2.4178e-09, 1.7808e-09,
        1.7584e-09, 1.0957e-09, 8.8238e-10, 4.9350e-10, 2.9437e-10, 1.9404e-10,
        1.5423e-10, 1.3856e-10])",False,True
Star<end_of_turn>,star,"['Star', 'Starburst', 'Spiral', 'Flower', 'Daisy', 'Floral', 'Galaxy', 'Sw', 'Spider', 'Cross', 'Aster', 'Sho', 'Stella', 'Stars', 'St', 'Leaf', 'Start', 'Bl', 'Styl', 'Circular']","tensor([9.9805e-01, 1.7510e-03, 9.1544e-05, 5.9379e-05, 3.3578e-05, 6.8094e-06,
        3.6598e-06, 5.9359e-07, 5.6316e-07, 4.4868e-07, 3.9160e-07, 3.0834e-07,
        1.7813e-07, 1.5163e-07, 1.4034e-07, 1.0323e-07, 8.1091e-08, 7.5400e-08,
        5.5494e-08, 4.2614e-08])",False,True
Heart<end_of_turn>,heart,"['Heart', '**', '❤️', 'heart', ' Heart', ' heart', 'Here', 'Hear', '<start_of_image>', 'Hearts', 'Love', 'Shape', 'Okay', 'Valentine', 'The', '""', 'Sweet', 'However', '\n\n', 'Def']","tensor([1.0000e+00, 1.9529e-07, 1.3014e-07, 1.2007e-07, 9.3831e-08, 6.1818e-08,
        4.3231e-08, 6.9539e-09, 3.3906e-09, 6.3080e-10, 3.8682e-10, 3.0675e-10,
        2.5350e-10, 2.2495e-10, 1.9551e-10, 1.8479e-10, 1.6682e-10, 1.3894e-10,
        1.3185e-10, 1.2073e-10])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Square', 'Quadr', 'Squares', 'Rectangle', 'Obl', 'Squared', 'Oct', 'Geometric', ' Rect', 'Brick', 'Squ', 'Hex', 'Ir', 'Br', 'square', 'rectangular', 'Cob', 'Blocks', 'T']","tensor([9.9017e-01, 9.6065e-03, 1.6213e-04, 5.1199e-05, 5.7726e-06, 2.0248e-07,
        1.6808e-07, 7.9303e-08, 6.9199e-08, 1.4417e-08, 9.4788e-09, 2.9786e-09,
        3.9655e-10, 1.5613e-10, 1.2488e-10, 9.9677e-11, 8.0756e-11, 7.4283e-11,
        6.6609e-11, 5.9202e-11])",False,False
Circles<end_of_turn>,circle,"['Circles', 'Dots', 'Circle', 'Stars', 'Diamonds', ' Circles', 'Hex', 'Squares', ' circles', 'Pol', ' Dots', 'Rect', 'Tri', 'Hearts', 'Diamond', 'Circular', 'circles', 'Circ', 'Pent', 'D']","tensor([9.8060e-01, 1.8292e-02, 9.0434e-04, 1.0076e-04, 1.9470e-05, 1.8218e-05,
        1.5267e-05, 1.3841e-05, 5.7808e-06, 5.0804e-06, 3.8632e-06, 2.4973e-06,
        2.4804e-06, 2.2225e-06, 2.0255e-06, 1.6922e-06, 1.3684e-06, 1.2042e-06,
        6.0861e-07, 5.4850e-07])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Quadr', 'White', 'Squared', 'Squ', ' Square', 'square', 'Squares', '**', 'Geometric', 'Round', 'Rectangle', ' square', 'Oval', 'Circular', 'Sq', ' SQUARE', 'Obl', 'Sub']","tensor([1.0000e+00, 1.3109e-08, 5.8690e-10, 3.8631e-10, 2.6816e-10, 1.2879e-10,
        1.2538e-10, 3.1651e-11, 3.0500e-11, 1.3408e-11, 1.2521e-11, 6.9503e-12,
        5.9727e-12, 1.0211e-12, 1.3538e-13, 1.2572e-13, 1.0165e-13, 6.7142e-14,
        1.8882e-14, 1.3223e-14])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Round', 'Rounded', 'Oval', 'Ar', 'Obl', ' Rect', 'Square', 'Arch', 'rectangular', '**', ' rectangular', 'Fram', 'O', '<start_of_image>', 'Geometric', 'Circular', 'P', 'Te']","tensor([9.9744e-01, 2.5094e-03, 3.7109e-05, 8.4758e-06, 7.1761e-07, 6.7866e-07,
        3.7811e-07, 4.1695e-08, 3.4170e-08, 1.7725e-08, 4.0009e-09, 3.2410e-09,
        2.8217e-09, 1.9594e-09, 1.8178e-09, 8.8163e-10, 8.1581e-10, 3.8674e-10,
        2.3059e-10, 2.2589e-10])",False,False
Arched<end_of_turn>,square,"['Ar', 'Arch', 'Circular', 'Round', 'Rounded', 'Semi', 'C', 'S', 'Arc', 'O', '**', 'Oval', 'Segment', 'Cur', 'Sem', 'G', 'Par', 'Half', 'Fan', 'T']","tensor([9.3830e-01, 4.1931e-02, 1.3099e-02, 4.9205e-03, 1.3301e-03, 2.7370e-04,
        7.7404e-05, 4.5126e-05, 1.1085e-05, 9.1806e-06, 3.2844e-06, 1.5277e-06,
        1.5237e-06, 6.3383e-07, 2.6656e-07, 1.9126e-07, 1.5609e-07, 1.4811e-07,
        1.1387e-07, 5.8361e-08])",False,False
Square<end_of_turn>,square,"['Square', 'Round', 'Rounded', 'Rect', 'C', 'Rectangle', 'Sph', 'Squared', 'Circular', 'Triangle', 'Oval', 'Tri', 'Obl', 'Bol', 'Cur', 'P', 'S', 'Squ', 'T', 'Con']","tensor([7.9090e-01, 1.7532e-01, 1.9881e-02, 1.1648e-02, 2.0358e-03, 7.8194e-05,
        6.2287e-05, 4.7605e-05, 1.0959e-05, 4.5721e-06, 4.3860e-06, 4.1245e-06,
        3.3910e-06, 3.3317e-06, 1.2379e-06, 6.6680e-07, 5.6302e-07, 2.9611e-07,
        2.3870e-07, 1.6100e-07])",False,True
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', '**', 'Quadr', ' triangular', 'triangle', 'Sector', 'Pizza', ' Triangle', 'Slice', 'W', 'S', 'Tra', ' triangle', 'Right', 'Tr', ' Triangular', 'Ir', 'Obl', 'C']","tensor([9.9987e-01, 1.2562e-04, 2.1301e-09, 5.9826e-10, 3.9107e-10, 2.1510e-10,
        1.8224e-10, 9.2451e-11, 8.8451e-11, 8.5107e-11, 3.8057e-11, 3.6874e-11,
        1.6635e-11, 1.1368e-11, 1.0837e-11, 9.6912e-12, 9.5793e-12, 7.3171e-12,
        2.9768e-12, 1.8749e-12])",False,True
Circular<end_of_turn>,circle,"['Circular', 'Round', 'Oval', 'Circle', '**', 'Rounded', 'Ell', 'round', 'Circles', ' round', ' circular', 'circular', ' Round', ' Oval', 'O', 'Obl', '圆形', ' Circular', 'Here', 'Sph']","tensor([9.1966e-01, 7.4031e-02, 6.3092e-03, 9.2556e-07, 7.8930e-09, 7.2120e-09,
        9.3536e-10, 8.5007e-10, 5.0792e-10, 1.7818e-10, 1.5977e-10, 1.3238e-10,
        9.9836e-11, 4.1401e-11, 2.6927e-11, 2.5858e-11, 1.7098e-11, 7.6595e-12,
        5.2450e-12, 3.6654e-12])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'Quadr', 'Tra', '**', 'Obl', 'Right', 'Ir', ' triangular', 'Sector', 'Tr', 'C', 'S', 'Ob', 'W', ' Triangular', 'T', 'Cur', 'triangle', 'Rh']","tensor([9.1061e-01, 8.9388e-02, 4.3679e-06, 4.0445e-08, 2.8086e-08, 5.4817e-09,
        4.4859e-09, 3.5628e-09, 3.3476e-09, 1.8798e-09, 1.4021e-09, 1.3147e-09,
        9.8334e-10, 3.9122e-10, 2.3427e-10, 1.6388e-10, 1.0249e-10, 5.2665e-11,
        4.8659e-11, 3.8013e-11])",False,True
Pear<end_of_turn>,heart,"['Pear', 'Heart', 'Round', 'Te', 'Bul', 'Oval', 'Rounded', 'Sph', 'Bl', 'Squ', 'Obl', 'O', 'Glob', 'Orb', 'P', 'Sp', 'Av', 'Pumpkin', 'T', 'Egg']","tensor([9.1704e-01, 6.1886e-02, 6.4830e-03, 6.3677e-03, 3.9968e-03, 2.0312e-03,
        1.1323e-03, 6.4689e-04, 1.9872e-04, 3.6977e-05, 3.2426e-05, 2.5392e-05,
        2.5073e-05, 1.9040e-05, 1.8708e-05, 1.7973e-05, 1.0954e-05, 5.4265e-06,
        3.0860e-06, 2.8246e-06])",False,False
Round.<end_of_turn>,circle,"['Round', 'Circular', 'Oval', 'Oct', 'Shield', 'Disc', 'Compass', 'Orb', 'Obl', 'Circle', 'O', '**', 'Geometric', 'Rounded', 'Floral', 'Disk', 'Here', 'Rect', 'round', 'Heart']","tensor([8.2273e-01, 1.1198e-01, 5.9999e-02, 4.3136e-03, 5.8164e-04, 1.8658e-04,
        4.4302e-05, 2.4943e-05, 2.4254e-05, 1.5872e-05, 1.2536e-05, 1.2153e-05,
        1.1323e-05, 1.0303e-05, 1.0116e-05, 9.4902e-06, 5.6275e-06, 2.2213e-06,
        2.0620e-06, 1.6376e-06])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Square', 'Round', 'Oval', 'Rectangle', 'Rounded', 'Ladder', 'Circular', 'Cart', 'Sphere', 'Tier', 'C', 'Stacked', 'Py', 'Rack', 'Horizontal', 'W', 'Tower', 'Triangle', 'Geometric']","tensor([9.8022e-01, 7.6367e-03, 4.4622e-03, 3.9050e-03, 3.2361e-03, 1.1849e-04,
        8.8226e-05, 4.9940e-05, 4.2513e-05, 2.7281e-05, 2.4513e-05, 1.8827e-05,
        1.4617e-05, 1.4348e-05, 1.2537e-05, 1.1415e-05, 1.0813e-05, 9.4493e-06,
        8.7903e-06, 8.2638e-06])",False,False
Oval<end_of_turn>,circle,"['Oval', 'Ir', 'Obl', 'Rectangle', 'Rect', 'El', 'O', 'As', 'Organic', 'Ell', ' Oval', 'Squ', 'S', 'irregular', 'Ob', 'Rough', 'Tra', 'Par', 'Round', 'oval']","tensor([9.8591e-01, 1.1142e-02, 2.1256e-03, 5.8780e-04, 1.8283e-04, 2.6897e-05,
        1.3133e-05, 5.7954e-06, 1.1661e-06, 1.1408e-06, 9.8451e-07, 5.6811e-07,
        1.3472e-07, 1.2810e-07, 9.6402e-08, 6.1305e-08, 6.1151e-08, 5.0466e-08,
        4.9465e-08, 4.0999e-08])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Square', 'Obl', 'Geometric', '**', ' Rect', 'Flush', 'rectangular', ' rectangular', 'Flat', 'Ret', 'D', 'U', 'C', 'O', 'Here', 'T', 'Box', 'Horizontal']","tensor([9.9896e-01, 8.0501e-04, 2.3649e-04, 1.3344e-07, 5.7557e-09, 2.3667e-09,
        1.5327e-09, 7.2515e-10, 2.0011e-10, 1.5824e-10, 8.2574e-11, 6.5248e-11,
        6.4840e-11, 5.9375e-11, 4.6960e-11, 2.9830e-11, 2.7060e-11, 2.6015e-11,
        2.3692e-11, 2.3451e-11])",False,False
Square<end_of_turn>,square,"['Square', 'Cube', 'Quadr', 'Squared', 'C', 'Geometric', 'Rect', 'Cub', '**', 'Ir', ' Square', 'square', 'Squ', 'S', 'Te', 'The', 'Obl', 'T', 'Here', 'Angular']","tensor([1.0000e+00, 2.1139e-07, 1.9680e-07, 2.2516e-08, 8.6517e-09, 7.5667e-09,
        6.3175e-09, 3.1614e-09, 2.0536e-09, 8.7854e-11, 4.8065e-11, 2.9182e-11,
        1.7797e-11, 1.2355e-11, 5.8679e-12, 5.7409e-12, 5.0195e-12, 1.9166e-12,
        1.8191e-12, 1.7354e-12])",False,True
Square<end_of_turn>,square,"['Square', 'Oct', 'Hex', 'Round', 'Circular', 'Rect', 'Circle', 'Squ', 'Oval', 'Squared', 'Quadr', '**', 'Geometric', 'Triangle', 'White', 'Rounded', 'Rectangle', ' Square', 'Obl', 'Pent']","tensor([9.9296e-01, 6.9164e-03, 9.9481e-05, 1.3729e-05, 1.1368e-05, 8.8774e-07,
        4.5196e-07, 1.1355e-07, 5.1833e-08, 3.5782e-08, 3.2885e-08, 2.5696e-08,
        2.1628e-08, 1.0889e-08, 1.0792e-08, 1.0240e-08, 7.7422e-09, 7.2693e-09,
        6.4688e-09, 6.0655e-09])",False,True
Rectangles<end_of_turn>,square,"['Rect', 'Rectangle', 'Squares', 'Square', 'Obl', 'S', 'Oval', 'Tart', 'Squ', 'Flat', ' Rect', ' rectangles', 'O', 'C', 'Ir', 'rectangle', 'Rustic', ' rectangle', ' Rectangle', 'Te']","tensor([7.6908e-01, 2.2867e-01, 1.6163e-03, 5.9484e-04, 3.6290e-05, 2.3312e-06,
        2.3708e-07, 1.2535e-07, 6.7042e-08, 5.4912e-08, 4.8458e-08, 3.7688e-08,
        1.4545e-08, 7.3157e-09, 6.9654e-09, 5.4425e-09, 4.6069e-09, 4.0672e-09,
        3.8806e-09, 1.9497e-09])",False,False
Rectangle<end_of_turn>,square,"['Rectangle', 'Rect', 'Oval', 'Square', 'Obl', 'Flat', 'Squ', 'O', 'Tart', 'Rustic', 'S', 'C', 'El', 'Te', 'rectangular', ' Rectangle', ' oblong', 'Gal', 'Ir', ' rectangular']","tensor([9.1950e-01, 7.9408e-02, 5.2145e-04, 3.6627e-04, 1.6406e-04, 3.8143e-05,
        2.6777e-06, 1.9024e-06, 3.4245e-07, 4.0590e-08, 3.4864e-08, 2.6307e-08,
        2.2167e-08, 1.4200e-08, 1.3721e-08, 1.0367e-08, 9.5292e-09, 9.0102e-09,
        8.6564e-09, 8.2383e-09])",False,False
Arched<end_of_turn>,square,"['Ar', 'Arch', 'Semi', 'Round', 'Arc', 'S', 'Rounded', 'Oval', 'C', 'Circular', 'Segment', '**', 'arch', 'Sem', 'Rect', 'Cur', 'Roman', ' arch', 'G', 'O']","tensor([9.6460e-01, 3.5375e-02, 1.0600e-05, 5.1139e-06, 2.2354e-06, 1.6472e-06,
        4.3485e-07, 2.6986e-07, 9.0302e-08, 7.7147e-08, 1.5697e-08, 4.3629e-09,
        3.7395e-09, 3.5900e-09, 2.1198e-09, 1.2666e-09, 1.2313e-09, 1.1775e-09,
        1.0760e-09, 8.1789e-10])",False,False
Gable<end_of_turn>,triangle,"['G', 'Pag', 'Cur', 'Py', 'Mans', 'Curve', 'T', 'Ar', 'H', 'Segment', 'Ir', 'gable', 'Hip', 'Bell', 'Con', 'Triangle', ' Gable', 'Tier', 'Pan', 'That']","tensor([9.9719e-01, 1.8367e-03, 8.0399e-04, 1.5423e-04, 1.0656e-05, 1.7162e-06,
        7.6359e-07, 7.1660e-07, 5.7301e-07, 4.2674e-07, 3.5091e-07, 2.9579e-07,
        2.1197e-07, 2.0865e-07, 1.0582e-07, 9.2372e-08, 6.1306e-08, 6.0381e-08,
        5.6949e-08, 5.0208e-08])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Round', 'Oval', 'Square', 'Obl', 'Rounded', 'Circular', 'Geometric', 'Strip', 'Horizontal', 'Bar', 'C', ' Rect', 'Dome', 'Arc', 'O', 'S', 'U', 'El']","tensor([9.9692e-01, 2.7225e-03, 1.2072e-04, 6.6688e-05, 6.4841e-05, 5.8384e-05,
        3.3248e-05, 4.3562e-06, 2.5891e-06, 1.3347e-06, 1.1212e-06, 1.0523e-06,
        7.8837e-07, 6.1575e-07, 5.5833e-07, 3.8417e-07, 3.0129e-07, 2.7994e-07,
        2.7594e-07, 2.7052e-07])",False,False
Square<end_of_turn>,square,"['Square', 'Oct', 'Quadr', 'Hex', 'Squ', 'Ir', 'Geometric', 'Squared', 'Rect', 'As', 'Tra', 'Oval', '**', 'Rounded', 'Sq', 'O', 'Angular', 'Squares', 'Offset', 'Pol']","tensor([8.5250e-01, 1.4114e-01, 3.9660e-03, 1.0558e-03, 3.9249e-04, 3.8386e-04,
        3.7748e-04, 1.4329e-04, 2.4466e-05, 1.2766e-05, 3.2750e-06, 1.9865e-06,
        3.4253e-07, 1.6088e-07, 1.1092e-07, 1.1092e-07, 6.3630e-08, 6.2092e-08,
        3.1696e-08, 3.1546e-08])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Quadr', 'Geometric', 'Squ', 'Squared', 'Squares', 'Ir', 'Oct', '**', ' Square', 'Angular', 'Rectangle', 'Obl', 'Sq', 'square', 'As', ' square', 'Tra', 'Tri']","tensor([1.0000e+00, 1.7066e-06, 1.3817e-07, 9.2630e-08, 3.5212e-08, 1.1031e-08,
        7.3651e-09, 4.5135e-09, 2.9849e-09, 2.3810e-09, 2.1475e-09, 3.6909e-10,
        3.3287e-10, 3.2871e-10, 1.1099e-10, 9.8714e-11, 4.5826e-11, 3.2204e-11,
        2.7974e-11, 1.5212e-11])",False,True
Star<end_of_turn>,star,"['Star', 'Oval', 'Circle', 'Sphere', 'Starburst', 'Ellipse', 'Blue', 'Ell', ' Star', '**', 'Circular', 'Stars', 'star', 'Diamond', 'Round', 'Square', ' star', 'El', 'Rounded', '<start_of_image>']","tensor([9.9999e-01, 6.6862e-06, 2.2885e-06, 9.4111e-07, 4.1423e-07, 9.8365e-08,
        4.6877e-08, 2.1095e-08, 1.9873e-08, 1.0172e-08, 1.0119e-08, 9.4724e-09,
        7.2708e-09, 3.0958e-09, 1.6317e-09, 1.3963e-09, 9.7402e-10, 8.3187e-10,
        6.4444e-10, 5.8810e-10])",False,True
Circles<end_of_turn>,star,"['Circles', 'Stars', 'Hearts', 'Strip', 'Pol', 'Heart', 'Flowers', 'Flower', 'Dots', 'Squares', 'Floral', 'Circle', 'Star', 'Strawberry', 'Fish', 'Butterfly', 'Spots', 'Bow', 'Tul', 'D']","tensor([5.0428e-01, 1.6876e-01, 9.9444e-02, 9.8614e-02, 4.7990e-02, 3.6575e-02,
        2.1410e-02, 5.8487e-03, 5.1020e-03, 4.4113e-03, 4.0197e-03, 1.4018e-03,
        8.3065e-04, 3.7428e-04, 1.1088e-04, 1.0014e-04, 9.8594e-05, 9.3525e-05,
        6.1397e-05, 5.9196e-05])",False,False
Arrow<end_of_turn>,triangle,"['Arrow', 'Triangle', 'Left', 'Rectangle', ' Arrow', 'Angle', 'arrow', 'Right', 'triangle', 'Point', 'Tri', 'Chevron', 'Arrows', 'Square', 'Cur', 'Black', 'C', 'W', 'Tra', 'Diamond']","tensor([8.5688e-01, 1.4312e-01, 1.7254e-07, 7.1242e-08, 4.2585e-09, 1.3047e-09,
        1.1532e-09, 1.1197e-09, 8.9759e-10, 7.8186e-10, 7.2880e-10, 5.5681e-10,
        5.0803e-10, 5.0621e-10, 4.3598e-10, 4.2439e-10, 2.0408e-10, 1.4667e-10,
        1.3810e-10, 1.1433e-10])",False,False
Heart<end_of_turn>,heart,"['Heart', 'Here', '**', 'heart', ' Heart', ' heart', 'Hearts', 'Hear', '❤️', '<start_of_image>', '$\\', 'The', 'D', 'Okay', 'Diamond', 'Shape', '\n\n', 'T', 'A', 'Pink']","tensor([1.0000e+00, 8.3544e-08, 3.8804e-08, 6.3124e-09, 2.9681e-09, 1.2525e-09,
        6.8173e-10, 3.0265e-10, 2.6491e-10, 1.8630e-10, 3.5901e-11, 3.2843e-11,
        2.3066e-11, 2.1952e-11, 2.0778e-11, 1.8452e-11, 1.1707e-11, 1.0931e-11,
        6.1164e-12, 4.8622e-12])",False,True
Heart<end_of_turn>,heart,"['Heart', 'Oval', 'Obl', 'Round', 'Rounded', 'Te', 'Shield', 'Hex', 'Ell', ' Heart', 'Diamond', 'Pear', ' heart', 'Ellipse', 'heart', 'Dog', ' Oval', 'T', 'Leaf', 'Bl']","tensor([9.9987e-01, 1.2855e-04, 9.6233e-07, 4.4159e-07, 2.4161e-07, 1.4295e-07,
        1.1448e-07, 3.7210e-08, 1.8952e-08, 1.5650e-08, 1.4971e-08, 7.7347e-09,
        6.4238e-09, 6.3534e-09, 5.0111e-09, 4.8441e-09, 3.8254e-09, 3.6941e-09,
        2.4058e-09, 2.3200e-09])",False,True
Circle<end_of_turn>,circle,"['Circle', 'Round', 'Triangle', 'Circular', 'Rounded', 'Diamond', 'Red', 'Oval', 'Hex', 'Square', 'Sphere', 'Cur', 'Oct', 'Curve', 'Tri', 'T', 'Heart', 'Ring', 'C', 'Disc']","tensor([9.5030e-01, 1.8292e-02, 1.7200e-02, 8.7234e-03, 2.9616e-03, 1.1299e-03,
        8.7840e-04, 1.6725e-04, 7.9338e-05, 7.8894e-05, 3.6820e-05, 2.8304e-05,
        1.4414e-05, 1.3530e-05, 1.3342e-05, 1.2443e-05, 1.2126e-05, 9.0963e-06,
        7.5390e-06, 5.5104e-06])",False,True
Circle<end_of_turn>,square,"['Circle', 'Round', 'Floral', 'Flower', 'Oval', 'Circular', 'Square', 'Sw', 'Diamond', 'Circles', 'Heart', 'Spiral', 'Geometric', 'Sphere', 'Oct', 'Ellipse', 'Leaf', 'Triangle', 'Rectangle', 'Rounded']","tensor([9.5093e-01, 2.3867e-02, 1.6811e-02, 5.2182e-03, 1.4781e-03, 7.4245e-04,
        4.4506e-04, 1.6666e-04, 1.1403e-04, 6.8827e-05, 5.5566e-05, 1.8077e-05,
        1.6015e-05, 1.5247e-05, 1.4294e-05, 7.2931e-06, 6.7227e-06, 4.4022e-06,
        3.6783e-06, 2.8522e-06])",False,False
Triangle<end_of_turn>,square,"['Triangle', 'Tri', 'Quadr', 'Square', 'Tra', 'Obl', 'Rect', 'Ir', '**', 'Right', 'Rectangle', 'Diagonal', ' triangular', 'S', 'C', 'Tr', ' Triangular', 'Angular', 'W', 'triangle']","tensor([9.2682e-01, 7.3176e-02, 1.3312e-06, 7.4377e-07, 4.2644e-07, 4.1015e-07,
        1.3688e-07, 1.0414e-07, 9.5368e-08, 7.9558e-08, 2.5263e-08, 2.1144e-08,
        9.7989e-09, 8.9569e-09, 4.4860e-09, 3.8883e-09, 2.8647e-09, 2.0770e-09,
        1.8590e-09, 1.7730e-09])",False,False
Heart<end_of_turn>,heart,"['Heart', 'Here', 'heart', '**', '❤️', ' Heart', ' heart', 'Hear', 'Hearts', '<start_of_image>', 'The', '♥', '""', 'Shape', '$\\', 'Red', 'Love', 'It', 'A', 'Okay']","tensor([1.0000e+00, 1.7225e-07, 6.7770e-08, 5.7103e-08, 3.0173e-08, 1.7957e-08,
        4.3175e-09, 6.6138e-10, 2.9569e-10, 2.0955e-10, 8.1511e-11, 7.6626e-11,
        3.4451e-11, 3.0717e-11, 2.9090e-11, 2.0051e-11, 1.8666e-11, 1.4552e-11,
        1.3055e-11, 1.1320e-11])",False,True
Elongated<end_of_turn>,square,"['El', 'Oval', 'Square', 'Rect', 'Squ', 'Sph', 'Obl', 'Quadr', 'Round', 'Ell', 'Rounded', 'Angular', 'Cur', 'White', 'Tra', 'Con', 'U', 'C', 'Tri', 'Squared']","tensor([3.0162e-01, 2.7565e-01, 2.5589e-01, 1.3116e-01, 1.5283e-02, 8.3620e-03,
        8.3230e-03, 1.3805e-03, 6.5850e-04, 6.3760e-04, 2.4379e-04, 2.0579e-04,
        2.0164e-04, 1.1402e-04, 9.9215e-05, 3.7063e-05, 2.9793e-05, 2.2750e-05,
        1.1493e-05, 1.1211e-05])",False,False
Rectangle<end_of_turn>,square,"['Rectangle', 'Rect', 'Ir', 'Square', 'Obl', 'Abstract', 'Diamond', 'Oval', 'Triangle', 'Rough', 'Cur', 'As', 'Squ', 'Organic', 'Rounded', 'Rug', 'Geometric', 'Quadr', 'Tra', 'Ob']","tensor([6.3934e-01, 3.1691e-01, 1.3111e-02, 9.8977e-03, 7.8610e-03, 2.5416e-03,
        1.4403e-03, 1.3727e-03, 1.1879e-03, 9.9894e-04, 7.7685e-04, 7.5841e-04,
        6.3356e-04, 5.2251e-04, 4.7192e-04, 4.2325e-04, 3.2622e-04, 1.6574e-04,
        1.2104e-04, 1.1516e-04])",False,False
Square<end_of_turn>,square,"['Square', 'Squ', 'Quadr', 'Geometric', 'Rect', 'Squared', ' Square', 'Oct', '**', 'Ir', 'Squares', 'Hex', 'square', 'Tra', 'Angular', 'S', 'Sq', 'Obl', 'Yellow', 'Tri']","tensor([1.0000e+00, 2.7623e-08, 1.9009e-08, 1.3216e-08, 1.3152e-08, 7.7584e-09,
        2.9806e-10, 1.5148e-10, 1.4103e-10, 7.2019e-11, 5.0831e-11, 4.0017e-11,
        1.8660e-11, 9.9166e-12, 5.8758e-12, 4.5088e-12, 3.9932e-12, 2.1481e-12,
        1.8536e-12, 1.4567e-12])",False,True
Diamond<end_of_turn>,triangle,"['Diamond', 'Dragon', 'Delta', 'Rh', 'Triangle', '**', 'Hex', 'Ch', 'D', 'Par', 'T', 'diamond', 'M', 'Arrow', 'Quadr', 'Tri', 'Del', 'S', 'Diagonal', 'K']","tensor([9.9799e-01, 1.9687e-03, 3.0721e-05, 4.4773e-06, 1.1903e-06, 1.9742e-07,
        7.2349e-08, 1.1188e-08, 1.0578e-08, 7.5889e-09, 7.1540e-09, 6.4274e-09,
        4.7506e-09, 4.5858e-09, 3.9343e-09, 3.6931e-09, 3.5400e-09, 3.3189e-09,
        2.1443e-09, 1.3834e-09])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'Diamond', 'Tra', 'Equ', 'Rh', 'Hex', 'triangle', '**', ' triangular', ' Triangular', ' Triangle', 'Oct', 'Tr', 'Quadr', 'Py', 'Arrow', 'Is', 'Ob', 'Ups']","tensor([9.3079e-01, 6.9207e-02, 1.7527e-07, 9.4867e-08, 1.0328e-08, 2.3484e-09,
        2.1546e-09, 6.5539e-10, 5.6528e-10, 3.4717e-10, 1.9988e-10, 1.6932e-10,
        1.5117e-10, 3.7611e-11, 2.0987e-11, 7.7170e-12, 6.7091e-12, 5.6057e-12,
        4.6565e-12, 3.6416e-12])",False,True
