model_output,ground_truth,top_20_tokens,top_20_probs,match
rectangle<|im_end|>,square,"['rectangle', 'Rectangle', 'rect', 'Square', 'Rect', 'square', 'oval', 'O', 'round', 'Round', ' Rectangle', 'T', 'C', '矩', 'Mirror', 'None', ' rectangle', ' Square', 's', 'S']","tensor([3.8612e-01, 2.6538e-01, 1.1063e-01, 8.6155e-02, 7.6032e-02, 6.7098e-02,
        8.9911e-04, 5.4534e-04, 4.2471e-04, 3.3076e-04, 2.1356e-04, 2.0062e-04,
        1.8846e-04, 1.8846e-04, 1.6632e-04, 1.6632e-04, 1.5624e-04, 1.5624e-04,
        1.5624e-04, 1.4678e-04])",False
Arched<|im_end|>,square,"['Ar', 'arch', 'Arch', 'ar', 'rectangle', 'Square', 'rect', 'oval', 'arc', 'square', 'round', 'Rectangle', 'Rect', 'Round', 'T', 'cur', 'Arc', 'Cur', 'Circular', 'ell']","tensor([0.4799, 0.2267, 0.0649, 0.0573, 0.0394, 0.0211, 0.0186, 0.0128, 0.0113,
        0.0113, 0.0060, 0.0057, 0.0037, 0.0034, 0.0029, 0.0025, 0.0024, 0.0024,
        0.0021, 0.0017])",False
square<|im_end|>,square,"['square', 'rectangle', 'rect', 'Square', 'c', 'cube', 'round', 'Rectangle', 's', 'oval', 'pill', ' Square', 'ob', 'C', 'squ', 'Rect', ' square', 'rounded', 'O', '_square']","tensor([8.3024e-01, 9.9158e-02, 3.2192e-02, 1.7231e-02, 1.0451e-02, 1.2482e-03,
        1.1015e-03, 1.1015e-03, 9.1321e-04, 8.0591e-04, 5.5389e-04, 4.8881e-04,
        4.8881e-04, 4.5919e-04, 4.5919e-04, 4.0524e-04, 1.7982e-04, 1.7982e-04,
        1.3156e-04, 1.2359e-04])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'tri', 'Slice', 'slice', 'Tr', 'Triangles', 'S', '_triangle', 'Square', 'Hex', ' Triangle', 'Point', '三角', 'T', 'tr', ' triangle', 'Delta', 'Rectangle']","tensor([9.0154e-01, 5.7633e-02, 3.4956e-02, 1.7404e-03, 1.1961e-03, 7.2550e-04,
        4.9863e-04, 2.3553e-04, 2.0786e-04, 1.4286e-04, 8.6648e-05, 7.6467e-05,
        7.1834e-05, 5.5944e-05, 4.9371e-05, 4.6379e-05, 4.3569e-05, 3.6120e-05,
        2.4825e-05, 1.9334e-05])",False
Round<|im_end|>,circle,"['Round', 'O', 'Circular', 'Circle', 'round', 'oval', 'C', 'P', 'circle', '圆形', 'ircular', 'R', 'c', 'Ellipse', 'o', 'Square', ' Oval', 'ROUND', '(round', '圓']","tensor([4.5548e-01, 2.4380e-01, 1.8987e-01, 5.4399e-02, 2.5696e-02, 1.5586e-02,
        3.4776e-03, 3.4776e-03, 2.7084e-03, 9.9636e-04, 3.6654e-04, 3.6654e-04,
        2.5192e-04, 2.2232e-04, 1.9619e-04, 1.9619e-04, 1.9619e-04, 1.5280e-04,
        1.5280e-04, 1.5280e-04])",False
Triangle.<|im_end|>,triangle,"['Triangle', 'Tri', 'triangle', 'Tr', 'tri', 'Triangles', 'Ob', 'Half', 'Square', 'Point', 'Rect', 'Rectangle', 'Ir', 'Delta', 'Arc', 'Right', 'Equ', 'D', 'Tra', 'Is']","tensor([9.0985e-01, 5.8165e-02, 2.1398e-02, 2.2553e-03, 1.1340e-03, 9.4015e-04,
        3.9191e-04, 3.2491e-04, 3.0522e-04, 2.8673e-04, 2.5304e-04, 2.3771e-04,
        1.8513e-04, 1.8513e-04, 1.5347e-04, 1.4418e-04, 1.2724e-04, 1.1953e-04,
        1.1228e-04, 1.0548e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', 'V', 'Apple', 'P', ' Heart', 'C', 'Round', 'Pear', 'he', 'Gold', ' heart', 'H', 'T', 'Fl', 'Love', 'B', 'Hour', 'U']","tensor([9.6942e-01, 2.5834e-02, 1.1351e-03, 6.8846e-04, 4.4450e-04, 4.4450e-04,
        2.0997e-04, 1.6352e-04, 1.4431e-04, 9.9182e-05, 7.2563e-05, 6.0157e-05,
        5.6512e-05, 4.1345e-05, 4.1345e-05, 4.1345e-05, 4.1345e-05, 3.8840e-05,
        3.4276e-05, 3.2200e-05])",False
Round<|im_end|>,circle,"['Round', 'Circle', 'Circular', 'Coin', 'C', 'Disc', 'Heart', 'Disk', 'Cross', 'Square', 'circle', 'round', 'O', 'D', 'oval', 'P', 'c', 'Med', 'Hex', ' Circle']","tensor([0.3109, 0.1664, 0.1009, 0.1009, 0.0891, 0.0289, 0.0225, 0.0225, 0.0225,
        0.0155, 0.0137, 0.0137, 0.0094, 0.0042, 0.0037, 0.0032, 0.0027, 0.0025,
        0.0022, 0.0021])",False
Square<|im_end|>,square,"['Square', 'square', 'rect', 'U', 'C', 'rectangle', 'Rect', 'round', 'Round', 'circle', 'Rectangle', 'c', 'Circle', 'S', 'H', 'cur', 'L', 'Y', 'triangle', 'h']","tensor([0.1492, 0.0905, 0.0799, 0.0799, 0.0705, 0.0705, 0.0354, 0.0333, 0.0333,
        0.0259, 0.0244, 0.0244, 0.0167, 0.0139, 0.0123, 0.0108, 0.0084, 0.0074,
        0.0074, 0.0066])",False
Round<|im_end|>,circle,"['Round', 'Square', 'oval', 'round', 'Circular', 'O', 'Rect', 'Circle', 'Ir', 'Rectangle', 'circle', 'rectangle', 'square', 'Flat', 'Triangle', 'Pizza', 'Tri', 'rect', 'C', 'R']","tensor([0.5030, 0.3051, 0.0322, 0.0284, 0.0221, 0.0221, 0.0195, 0.0172, 0.0092,
        0.0072, 0.0036, 0.0023, 0.0023, 0.0019, 0.0018, 0.0015, 0.0015, 0.0014,
        0.0013, 0.0009])",False
rectangle<|im_end|>,square,"['rectangle', 'Rectangle', 'square', 'Square', 'rect', 'Rect', 'Box', 'box', 'Long', 'S', '矩', 'squ', 'RECT', 'sq', 'T', 'long', 'C', 'oval', '(rect', ' rectangle']","tensor([4.4114e-01, 2.0838e-01, 1.2639e-01, 1.1154e-01, 5.9701e-02, 4.6495e-02,
        1.5910e-03, 1.0272e-03, 4.2821e-04, 2.0227e-04, 1.4798e-04, 1.3060e-04,
        1.3060e-04, 1.3060e-04, 1.2268e-04, 1.1525e-04, 1.0827e-04, 1.0171e-04,
        8.9757e-05, 8.4319e-05])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'Cube', 'S', 'C', 'rectangle', 'cube', 'Squared', 'rect', '_square', ' Square', 'Box', 's', 'squ', 'sq', 'Sq', 'c', 'oval']","tensor([9.6101e-01, 3.2884e-02, 1.8552e-03, 1.2750e-03, 9.9301e-04, 5.3152e-04,
        3.2238e-04, 3.2238e-04, 1.5228e-04, 1.3439e-04, 1.3439e-04, 9.2364e-05,
        9.2364e-05, 2.0609e-05, 1.8188e-05, 1.5078e-05, 1.1031e-05, 1.0363e-05,
        9.7351e-06, 8.5912e-06])",False
Octagon<|im_end|>,square,"['Oct', 'oct', 'Hex', 'O', 'Square', 'hex', 'P', 'Polygon', '-Oct', 'He', 'Diamond', 'Eight', ' Oct', 'polygon', '_oct', 'square', 'Round', 'Rectangle', ' oct', 'H']","tensor([9.3193e-01, 2.4835e-02, 2.1917e-02, 9.1363e-03, 4.8903e-03, 1.7990e-03,
        1.4011e-03, 5.1544e-04, 2.9369e-04, 2.9369e-04, 2.2872e-04, 1.7813e-04,
        1.6734e-04, 1.2243e-04, 1.1501e-04, 1.0804e-04, 8.9569e-05, 8.9569e-05,
        8.4143e-05, 8.4143e-05])",False
Triangles<|im_end|>,square,"['Triangles', 'Triangle', 'Square', 'S', 'Tri', 's', 'triangle', 'tri', 'Hex', 'rectangle', 'Rect', 'rect', 'Rectangle', 'square', 'hex', 'Tr', 'Ir', 'None', 'Half', 'No']","tensor([0.3075, 0.1865, 0.1282, 0.1131, 0.0686, 0.0367, 0.0286, 0.0237, 0.0163,
        0.0135, 0.0099, 0.0060, 0.0041, 0.0041, 0.0036, 0.0027, 0.0023, 0.0021,
        0.0018, 0.0014])",False
Square<|im_end|>,square,"['Square', 'Rect', 'Rectangle', 'Round', 'Ir', 'oval', 'rectangle', 'Hex', 'rect', 'Triangle', 'square', 'Heart', 'Flat', 'O', 'Tri', 'hex', 'R', 'round', 'Oct', 'heart']","tensor([0.6569, 0.0889, 0.0539, 0.0289, 0.0255, 0.0225, 0.0198, 0.0175, 0.0136,
        0.0100, 0.0088, 0.0073, 0.0050, 0.0044, 0.0044, 0.0037, 0.0034, 0.0024,
        0.0018, 0.0016])",False
Arched<|im_end|>,square,"['Ar', 'Arch', 'arch', 'Round', 'ar', 'oval', 'Arc', 'Circular', 'Cur', 'round', 'Rectangle', 'O', 'T', 'arc', 'Rect', 'rect', 'Square', 'rounded', 'rectangle', 'Ell']","tensor([8.6774e-01, 9.1459e-02, 1.8009e-02, 5.8468e-03, 2.1509e-03, 2.1509e-03,
        1.6751e-03, 1.4783e-03, 1.4783e-03, 7.9127e-04, 7.9127e-04, 6.9830e-04,
        6.1624e-04, 6.1624e-04, 5.4383e-04, 3.9788e-04, 3.5113e-04, 2.5689e-04,
        2.4132e-04, 1.7656e-04])",False
Triangle<|im_end|>,triangle,"['Triangle', 'Py', 'G', 'Tri', 'T', 'Pag', 'P', 'Point', 'Con', 'Cur', 'C', 'D', 'S', 'tri', 'py', 'triangle', 'Tr', 'V', 'Square', 'H']","tensor([0.2835, 0.1949, 0.1182, 0.1043, 0.0558, 0.0384, 0.0339, 0.0233, 0.0160,
        0.0125, 0.0097, 0.0080, 0.0071, 0.0059, 0.0055, 0.0049, 0.0046, 0.0043,
        0.0043, 0.0030])",False
square<|im_end|>,square,"['square', 'rectangle', 'no', 'round', 'none', 'None', 'Square', 'rect', 'ce', 'not', 'Ce', 'No', 'oval', 'flat', 'unknown', 'Rectangle', 'Rect', 'Unknown', 'box', 'Round']","tensor([0.1932, 0.1705, 0.0711, 0.0589, 0.0553, 0.0357, 0.0315, 0.0204, 0.0191,
        0.0169, 0.0159, 0.0159, 0.0123, 0.0109, 0.0096, 0.0096, 0.0090, 0.0090,
        0.0090, 0.0085])",False
Square<|im_end|>,square,"['Square', 'square', 'S', 'Round', 'Rectangle', 'oval', 'Rect', 'Squared', 'O', 'Oct', ' Square', 'rectangle', 'Circular', '_square', 'Hex', 'squ', 'round', 'Triangle', 'Diamond', 'Cube']","tensor([9.8626e-01, 6.6454e-03, 1.4828e-03, 1.4828e-03, 8.9935e-04, 7.0042e-04,
        4.8139e-04, 4.2482e-04, 3.3085e-04, 2.0067e-04, 2.0067e-04, 1.2171e-04,
        7.3823e-05, 5.0738e-05, 3.7121e-05, 3.0774e-05, 3.0774e-05, 2.7158e-05,
        2.7158e-05, 2.3967e-05])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'rectangle', 'Rect', 'square', 'rect', 'oval', 'ob', 'S', 'O', 'Triangle', 'Long', ' Square', 'T', 'Ir', 'Squared', 'squ', 'Ob', 'triangle', 'tr']","tensor([4.6680e-01, 1.7173e-01, 1.5155e-01, 8.1118e-02, 7.1587e-02, 4.9201e-02,
        1.4857e-03, 5.4657e-04, 5.1345e-04, 5.1345e-04, 4.8235e-04, 3.5289e-04,
        3.3151e-04, 2.4254e-04, 1.8889e-04, 1.7745e-04, 1.6669e-04, 1.6669e-04,
        1.3819e-04, 1.2982e-04])",False
star<|im_end|>,star,"['star', 'Star', 'circle', 'Stars', 'Circle', 'oval', 'stars', ' Star', 'STAR', 'Triangle', '_star', 'pent', 'O', 'Square', 'rectangle', 'Round', '-Star', 'oct', 'P', ' star']","tensor([7.0092e-01, 2.9219e-01, 1.5333e-03, 1.1941e-03, 1.1941e-03, 1.0538e-03,
        2.2089e-04, 1.4262e-04, 1.0434e-04, 9.2079e-05, 9.2079e-05, 8.6500e-05,
        7.1711e-05, 4.9286e-05, 4.6300e-05, 4.6300e-05, 4.3495e-05, 4.0860e-05,
        3.8384e-05, 3.6059e-05])",False
Star<|im_end|>,star,"['Star', 'Stars', 'star', 'stars', 'Heart', 'St', 'st', 'heart', ' Stars', 'He', 'STAR', 'Triangle', ' Star', 'P', 'stell', 'Fl', 'he', 'D', 'Snow', '_star']","tensor([4.2529e-01, 2.9229e-01, 2.2764e-01, 4.4825e-02, 2.5288e-03, 1.7380e-03,
        1.1222e-03, 9.3031e-04, 4.1282e-04, 2.8373e-04, 2.5039e-04, 2.3522e-04,
        1.2590e-04, 1.0438e-04, 8.1290e-05, 7.6365e-05, 7.1738e-05, 7.1738e-05,
        6.7391e-05, 6.7391e-05])",False
Arrow<|im_end|>,triangle,"['Arrow', 'arrow', 'Triangle', 'triangle', 'Ar', 'Square', 'ar', 'rectangle', ' Arrow', 'square', 'Point', '_triangle', 'Diamond', 'tri', 'Rectangle', 'Tri', 'T', 'Angle', 'Left', 'Circle']","tensor([4.1649e-01, 2.8625e-01, 1.9673e-01, 9.2931e-02, 2.4765e-03, 8.0401e-04,
        7.0953e-04, 3.3516e-04, 3.3516e-04, 2.3035e-04, 1.5832e-04, 1.5832e-04,
        1.3972e-04, 1.0222e-04, 1.0222e-04, 1.0222e-04, 9.0207e-05, 9.0207e-05,
        7.9607e-05, 5.8242e-05])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', ' Heart', ' heart', 'HE', 'he', 'P', 'Love', 'Square', 'H', '心', 'Triangle', 'C', 'Heat', 'Clo', 'Fl', '""He', 'Diamond', 'S']","tensor([9.9004e-01, 9.7060e-03, 1.3845e-04, 5.7714e-05, 1.0029e-05, 7.8108e-06,
        5.7145e-06, 5.0430e-06, 2.5358e-06, 2.3821e-06, 2.3821e-06, 2.1022e-06,
        1.4448e-06, 7.2651e-07, 6.0230e-07, 5.3153e-07, 4.6907e-07, 3.4318e-07,
        3.0286e-07, 2.8451e-07])",False
Heart.<|im_end|>,heart,"['Heart', 'heart', 'Round', 'He', 'Tag', ' Heart', 'tag', 'Bone', 'round', 'Disc', 'O', 'Circle', 'he', 'oval', 'C', 'D', 'Circular', ' heart', 'Bell', 'HE']","tensor([8.7601e-01, 1.0462e-01, 7.5790e-03, 1.6911e-03, 1.2372e-03, 1.0257e-03,
        9.6356e-04, 9.0518e-04, 8.5034e-04, 4.5515e-04, 3.3300e-04, 3.3300e-04,
        3.1282e-04, 2.7606e-04, 2.2886e-04, 1.8974e-04, 1.5730e-04, 1.4777e-04,
        1.3881e-04, 8.4195e-05])",False
circle<|im_end|>,circle,"['circle', 'triangle', 'rectangle', 'oval', 'round', 'square', 'hex', 'Triangle', 'Round', 'diamond', 'c', 'Circle', 'None', 'oct', 'Rectangle', 'C', 'ellipse', 'O', 'Square', 'G']","tensor([0.1630, 0.1439, 0.1121, 0.1121, 0.0724, 0.0638, 0.0412, 0.0321, 0.0195,
        0.0183, 0.0183, 0.0172, 0.0126, 0.0126, 0.0098, 0.0092, 0.0072, 0.0063,
        0.0056, 0.0052])",False
None<|im_end|>,square,"['None', 'Square', 'none', 'Circle', 'square', 'No', 'Round', 'Rectangle', 'circle', 'Car', 'Not', 'Solid', 'round', 'rectangle', 'S', 'rug', 'C', 'no', 'Circular', 'N']","tensor([0.5314, 0.2510, 0.0815, 0.0160, 0.0151, 0.0125, 0.0091, 0.0091, 0.0076,
        0.0052, 0.0049, 0.0038, 0.0036, 0.0034, 0.0032, 0.0032, 0.0026, 0.0025,
        0.0023, 0.0014])",False
square<|im_end|>,square,"['square', 'Square', 'rectangle', 'Rectangle', 'rect', 'triangle', 'Triangle', 'Rect', 's', 'S', 'oval', 'To', 'Toast', 'toast', ' Square', 'to', 'tri', 'T', '(rect', 'R']","tensor([3.2985e-01, 2.5689e-01, 2.2670e-01, 1.2135e-01, 2.1087e-02, 1.2790e-02,
        9.9607e-03, 8.7903e-03, 2.8538e-03, 2.2225e-03, 1.1176e-03, 1.0499e-03,
        7.6809e-04, 4.6587e-04, 4.1113e-04, 2.4936e-04, 2.2006e-04, 2.0673e-04,
        1.3347e-04, 1.3347e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', 'Dragon', ' Heart', 'Love', 'he', 'HE', 'C', 'P', 'D', 'H', ' heart', '心', 'T', 'Fish', 'S', 'L', 'Triangle', 'But']","tensor([9.9022e-01, 6.6720e-03, 2.1661e-03, 1.2220e-04, 1.0784e-04, 7.8900e-05,
        5.4227e-05, 3.9673e-05, 3.2890e-05, 3.0898e-05, 2.7267e-05, 2.4063e-05,
        2.4063e-05, 1.9949e-05, 1.9949e-05, 1.9949e-05, 1.3711e-05, 1.2880e-05,
        1.2100e-05, 1.2100e-05])",False
Square<|im_end|>,square,"['Square', 'square', 'Rect', 'S', 'Rectangle', 'Squared', 'rect', 'rectangle', 'C', 'oval', ' Square', 'Box', 'Cube', 'Qu', 'Round', 'squ', 'U', 'O', 'T', '_square']","tensor([9.5256e-01, 1.9770e-02, 7.2729e-03, 6.4183e-03, 5.6641e-03, 1.8389e-03,
        1.1873e-03, 7.2011e-04, 3.8545e-04, 3.1955e-04, 2.4886e-04, 2.4886e-04,
        2.4886e-04, 1.9382e-04, 1.8207e-04, 1.7104e-04, 1.7104e-04, 1.5094e-04,
        1.5094e-04, 1.1756e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'Square', 'square', 'Rectangle', 'rect', 'Rect', 'squ', 'oval', 's', 'S', ' Square', 'O', 'round', 'landscape', 'horizontal', 'R', ' square', 'ellipse', 'Horizontal', 'cat']","tensor([5.3509e-01, 2.2306e-01, 1.5331e-01, 3.8762e-02, 3.0188e-02, 5.9443e-03,
        1.7031e-03, 1.4119e-03, 1.0330e-03, 5.8857e-04, 5.8857e-04, 3.8001e-04,
        3.3536e-04, 3.3536e-04, 2.9595e-04, 2.6118e-04, 2.4535e-04, 2.3049e-04,
        2.1652e-04, 2.1652e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'S', 'rect', ' Square', 'Squared', 'Triangle', '_square', 'squ', 'Cube', 's', 'C', 'Diamond', 'T', 'Qu', ' square', 'oval']","tensor([9.6237e-01, 2.2633e-02, 8.3262e-03, 3.0630e-03, 1.1268e-03, 1.1268e-03,
        3.6583e-04, 2.5143e-04, 9.2495e-05, 7.2035e-05, 6.7671e-05, 5.6101e-05,
        4.1045e-05, 3.8558e-05, 1.8213e-05, 1.6073e-05, 1.6073e-05, 1.5099e-05,
        1.4185e-05, 1.1759e-05])",False
Diamond<|im_end|>,triangle,"['Diamond', 'Triangle', 'triangle', 'diamond', 'Delta', 'Dragon', 'tri', 'D', 'Tri', 'Square', 'Bird', 'delta', 'dragon', 'Fish', ' Diamond', 'Snake', 'square', 'bird', 'B', 'T']","tensor([0.2519, 0.2223, 0.1962, 0.1962, 0.0234, 0.0234, 0.0071, 0.0067, 0.0067,
        0.0036, 0.0032, 0.0030, 0.0028, 0.0026, 0.0022, 0.0020, 0.0018, 0.0017,
        0.0016, 0.0014])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'Diamond', 'Equ', 'tri', '_triangle', 'Delta', ' Triangle', ' triangle', 'equ', 'Is', 'Triangles', 'Arrow', 'Tra', 'D', 'T', 'P', 'arrow', 'E']","tensor([9.3691e-01, 5.9894e-02, 1.8087e-03, 3.5615e-04, 2.4477e-04, 1.9063e-04,
        1.0204e-04, 7.0129e-05, 4.2535e-05, 2.7463e-05, 2.5799e-05, 2.4236e-05,
        2.2768e-05, 1.6657e-05, 1.5648e-05, 1.5648e-05, 1.4700e-05, 1.4700e-05,
        1.0755e-05, 1.0755e-05])",False
Star<|im_end|>,star,"['Star', 'star', 'Stars', ' Star', '_star', 'STAR', 'stars', ' star', 'Circle', 'pent', '-Star', '.star', 'Square', 'P', 'circle', 'Five', 'start', 'Six', '-star', 'S']","tensor([7.0519e-01, 2.9397e-01, 4.4196e-04, 1.1174e-04, 4.6582e-05, 4.6582e-05,
        1.8242e-05, 1.7137e-05, 1.1778e-05, 9.1726e-06, 7.6043e-06, 7.1436e-06,
        5.5635e-06, 5.5635e-06, 5.2264e-06, 4.9097e-06, 4.9097e-06, 4.6123e-06,
        3.3744e-06, 3.1700e-06])",False
Square<|im_end|>,square,"['Square', 'Round', 'oval', 'O', 'Rectangle', 'Rect', 'Circular', 'round', 'square', 'Circle', 'rectangle', 'ob', 'Ob', 'S', 'circle', 'rect', 'C', 'Cur', 'Plate', ' Oval']","tensor([0.4530, 0.2425, 0.1471, 0.0787, 0.0199, 0.0121, 0.0083, 0.0083, 0.0065,
        0.0057, 0.0024, 0.0011, 0.0010, 0.0009, 0.0008, 0.0008, 0.0007, 0.0006,
        0.0006, 0.0005])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'tri', 'tr', 'diamond', 'rectangle', 'yield', 'arrow', 'hex', 'Diamond', ' triangle', '_triangle', 'square', 'equ', 'oct', 'tra', 'rh', 'right', 'Delta', 'riangle']","tensor([9.6361e-01, 2.5679e-02, 2.7066e-03, 1.4487e-03, 8.2546e-04, 6.0392e-04,
        4.7033e-04, 4.1507e-04, 3.8992e-04, 3.8992e-04, 3.4410e-04, 1.8418e-04,
        1.8418e-04, 1.7303e-04, 1.3475e-04, 1.2659e-04, 1.1892e-04, 1.1171e-04,
        9.8587e-05, 9.2614e-05])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'C', 'Circle', 'round', 'B', 'circle', 'c', 'Bow', 'oval', 'Square', 'R', 'S', 'Plate', 'O', 'Disk', '圆形', '(round', 'ircular', 'D']","tensor([4.6066e-01, 4.0653e-01, 5.5018e-02, 4.8553e-02, 1.3911e-02, 4.5161e-03,
        3.9855e-03, 8.8928e-04, 5.3938e-04, 4.7600e-04, 4.2007e-04, 3.2715e-04,
        3.2715e-04, 3.2715e-04, 2.8871e-04, 2.1122e-04, 1.8640e-04, 1.7511e-04,
        1.6450e-04, 1.6450e-04])",False
Circle<|im_end|>,circle,"['Circle', 'Sphere', 'Square', 'circle', 'C', 'Round', 'S', 'Circular', 'Cube', 'Triangle', 'Ball', 'Rectangle', 'Orange', 'Ellipse', 'round', 'ircle', 'O', 'sphere', ' Circle', 'oval']","tensor([7.9512e-01, 8.3805e-02, 3.4935e-02, 2.1189e-02, 1.8699e-02, 1.6502e-02,
        6.0708e-03, 4.7279e-03, 3.2495e-03, 3.2495e-03, 2.2333e-03, 1.5349e-03,
        1.5349e-03, 4.3977e-04, 4.1312e-04, 3.8809e-04, 3.2174e-04, 3.0225e-04,
        2.6673e-04, 2.5057e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', ' Heart', 'he', 'C', ' heart', 'HE', 'H', 'Square', 'Round', 'Love', '心', 'P', ' Hearts', 'S', 'D', 'T', 'Clo', 'R']","tensor([9.6616e-01, 3.3060e-02, 3.6726e-04, 1.3511e-04, 6.3821e-05, 3.4161e-05,
        3.0147e-05, 2.6605e-05, 2.6605e-05, 2.0720e-05, 8.1139e-06, 7.1605e-06,
        5.2387e-06, 2.9849e-06, 2.6342e-06, 1.4100e-06, 1.0981e-06, 1.0316e-06,
        1.0316e-06, 9.6907e-07])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'S', 'rectangle', 'Tile', ' Square', '_square', 'rect', 'T', 'Squared', 'squ', 's', 'C', 'Cube', 'Sq', ' square', 'sq', 'Hex']","tensor([9.0577e-01, 7.4350e-02, 1.0062e-02, 3.7017e-03, 1.9814e-03, 1.2018e-03,
        8.2595e-04, 3.4431e-04, 3.0385e-04, 2.5190e-04, 1.7313e-04, 1.1899e-04,
        1.1178e-04, 8.7055e-05, 7.6826e-05, 7.2171e-05, 5.2801e-05, 4.3774e-05,
        3.8630e-05, 3.4091e-05])",False
Square<|im_end|>,square,"['Square', 'Round', 'Circular', 'Rect', 'Circle', 'round', 'square', 'Rectangle', 'C', 'oval', 'rectangle', 'circle', 'rect', 'Hex', 'Box', 'O', ' Square', 'S', 'Squared', 'Cube']","tensor([7.0417e-01, 1.7804e-01, 5.7801e-02, 1.6560e-02, 1.1382e-02, 1.0044e-02,
        6.0922e-03, 6.0922e-03, 3.6951e-03, 1.3594e-03, 6.4212e-04, 5.6666e-04,
        5.6666e-04, 3.4370e-04, 3.0331e-04, 2.6767e-04, 1.6235e-04, 1.5252e-04,
        1.3459e-04, 1.1158e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Diamond', 'Cube', 'diamond', 'S', 'Qu', 'Rectangle', 's', 'squ', 'quares', 'cube', 'qu', 'C', 'Checker', 'Squared', 'rectangle', ' Diamond', 'Sq', 'Triangle']","tensor([7.3135e-01, 1.4401e-01, 8.7347e-02, 9.2063e-03, 5.5839e-03, 2.9888e-03,
        2.8078e-03, 1.7030e-03, 1.0995e-03, 9.7034e-04, 9.7034e-04, 7.0991e-04,
        6.6690e-04, 6.6690e-04, 6.6690e-04, 5.8854e-04, 5.8854e-04, 5.5288e-04,
        4.5835e-04, 4.3058e-04])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Rect', 'Round', 'rectangle', 'C', 'Circular', 'S', 'square', 'rect', 'O', 'Cube', 'oval', 'L', 'Cur', 'Squared', 'Circle', 'round', 'Triangle', 'Ir']","tensor([0.4841, 0.3328, 0.0510, 0.0397, 0.0310, 0.0114, 0.0078, 0.0042, 0.0042,
        0.0042, 0.0037, 0.0022, 0.0021, 0.0020, 0.0016, 0.0014, 0.0011, 0.0007,
        0.0007, 0.0006])",False
star<|im_end|>,star,"['star', 'Star', 'Stars', 'stars', 'pent', 'Triangle', 'Five', 'P', 'STAR', 'start', 'five', 'st', ' Star', 'Start', 'Six', 'triangle', 'St', 'Sun', 'Heart', 'heart']","tensor([5.2855e-01, 4.6644e-01, 2.4477e-03, 3.9957e-04, 3.7536e-04, 1.8874e-04,
        1.6657e-04, 1.4699e-04, 1.2186e-04, 8.3754e-05, 6.1276e-05, 5.7563e-05,
        5.4076e-05, 4.2114e-05, 3.4914e-05, 3.2799e-05, 3.2799e-05, 3.0811e-05,
        3.0811e-05, 1.9893e-05])",False
Star<|im_end|>,star,"['Star', 'star', 'Stars', 'STAR', ' Star', '_star', 'Six', 'Square', 'P', ' star', 'Circle', 'pent', 'Triangle', '-Star', 'Five', '星', 'Hex', '.star', 'stars', 'circle']","tensor([8.8031e-01, 1.1914e-01, 1.2310e-04, 8.4608e-05, 8.4608e-05, 5.8150e-05,
        1.7735e-05, 1.6660e-05, 1.1450e-05, 1.0757e-05, 1.0757e-05, 1.0105e-05,
        9.4928e-06, 9.4928e-06, 6.5243e-06, 5.4088e-06, 5.4088e-06, 5.0811e-06,
        3.9572e-06, 3.7174e-06])",False
Eagle.<|im_end|>,square,"['E', 'T', 'bird', 'e', 'Bird', 'Cross', 'P', 'cross', 'Square', 'pole', 't', 'Post', 'C', 'Y', 'Arrow', 'post', 'Tree', 'py', 'tower', 'rectangle']","tensor([0.4109, 0.1039, 0.0809, 0.0556, 0.0433, 0.0298, 0.0232, 0.0181, 0.0141,
        0.0141, 0.0124, 0.0117, 0.0117, 0.0097, 0.0097, 0.0091, 0.0059, 0.0055,
        0.0052, 0.0049])",False
oval<|im_end|>,circle,"['oval', 'round', 'te', 'rectangle', 'Rect', 'Round', 'rect', 'Rectangle', 'c', 'ell', 'Te', 'C', 'R', 's', 'par', 'ob', 'O', 'S', 'Circular', 't']","tensor([0.1889, 0.1146, 0.0892, 0.0787, 0.0787, 0.0653, 0.0508, 0.0449, 0.0422,
        0.0422, 0.0256, 0.0256, 0.0100, 0.0094, 0.0083, 0.0057, 0.0047, 0.0044,
        0.0037, 0.0037])",False
