model_output,ground_truth,top_20_tokens,top_20_probs,match,match_substring
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'oval', 'round', 'Rectangle', 'vertical', 'Square', 'circle', 'triangle', 'rounded', ' rectangular', 'c', 'long', 'hex', 'mir', 'ob', 'Rect', 'oct', 'tri']","tensor([4.7445e-01, 3.2039e-01, 1.1081e-01, 3.5602e-02, 2.3075e-02, 2.1377e-03,
        2.0464e-03, 1.4990e-03, 1.2644e-03, 1.1880e-03, 1.1202e-03, 9.8743e-04,
        9.3829e-04, 7.6678e-04, 6.4060e-04, 5.7396e-04, 5.2619e-04, 4.8816e-04,
        4.5061e-04, 4.3215e-04])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'arch', 'rect', 'round', 'ar', 'oval', 'arc', 'circle', 'triangle', 'half', 's', 'hex', 'oct', 'd', 'tri', 'rounded', 'sem', 'c', 'Square']","tensor([0.5708, 0.1965, 0.1063, 0.0399, 0.0197, 0.0084, 0.0079, 0.0068, 0.0043,
        0.0032, 0.0031, 0.0019, 0.0017, 0.0017, 0.0015, 0.0013, 0.0013, 0.0010,
        0.0010, 0.0010])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'round', 'rect', 'oval', 'Square', 'triangle', 'circle', 'c', 's', 'none', 'cube', 'oct', 'hex', 'heart', 'tri', ' square', 'rounded', 'ob', 'Rectangle']","tensor([7.5432e-01, 1.9599e-01, 1.5475e-02, 1.1871e-02, 2.9068e-03, 2.5881e-03,
        2.4925e-03, 2.3390e-03, 1.3007e-03, 9.0610e-04, 5.7225e-04, 5.4155e-04,
        3.9470e-04, 3.3162e-04, 3.2934e-04, 3.2374e-04, 3.1917e-04, 2.5308e-04,
        2.2700e-04, 2.1924e-04])",False,True
 round<|im_end|>,triangle,"['round', 'triangle', 'circle', 'square', 'rectangle', 'oval', 'rect', 'tri', 'c', 'd', 'tr', 'oct', 'slice', 'p', 'ell', 'circ', 'ob', 'rounded', 'half', 'heart']","tensor([4.5171e-01, 2.2356e-01, 1.3314e-01, 1.1582e-01, 3.4462e-02, 8.8404e-03,
        7.0806e-03, 7.0179e-03, 1.5967e-03, 1.5749e-03, 1.3037e-03, 7.5845e-04,
        6.1767e-04, 5.5717e-04, 4.8860e-04, 4.8671e-04, 4.7739e-04, 4.2994e-04,
        4.0404e-04, 3.0617e-04])",False,False
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'c', 'circ', 'O', 'Round', 'o', 'rounded', 'square', 'ell', 'oct', 'rectangle', 'Circle', 'half', 'heart', 'triangle', '圆', 'cir', 'd']","tensor([3.9483e-01, 3.5938e-01, 2.1631e-01, 3.9397e-03, 3.2216e-03, 2.7269e-03,
        2.5693e-03, 1.8983e-03, 1.4953e-03, 1.3248e-03, 1.0494e-03, 1.0397e-03,
        5.9788e-04, 5.1556e-04, 4.7780e-04, 4.3889e-04, 3.9591e-04, 3.5095e-04,
        3.4801e-04, 2.8473e-04])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'square', 'tri', 'rectangle', 'round', 'rect', 'tr', 'oval', 'circle', 'half', 'd', 'Triangle', 'ob', 'oct', 'w', 'Rectangle', 'p', ' triangle', 'sem', 'Square']","tensor([8.1579e-01, 5.9953e-02, 3.6673e-02, 3.0588e-02, 2.2685e-02, 1.1214e-02,
        3.8227e-03, 1.9608e-03, 1.6885e-03, 1.2751e-03, 7.7689e-04, 6.4009e-04,
        5.4847e-04, 5.3289e-04, 4.8488e-04, 3.6254e-04, 3.2022e-04, 3.0038e-04,
        2.7496e-04, 2.6916e-04])",False,True
 heart<|im_end|>,heart,"['heart', 'round', 'apple', 'pear', 'oval', ' heart', 'te', 'he', 's', 'pe', 'c', 'triangle', 'p', 'circle', 'ball', 'g', 'd', 'b', 'gold', 'Heart']","tensor([9.3915e-01, 2.1825e-02, 1.6658e-02, 5.6454e-03, 4.7088e-03, 1.0125e-03,
        6.3878e-04, 6.0613e-04, 5.8046e-04, 5.1811e-04, 3.7683e-04, 3.6998e-04,
        3.5815e-04, 3.3213e-04, 3.1700e-04, 2.7805e-04, 2.5680e-04, 2.3499e-04,
        2.2704e-04, 1.9558e-04])",False,True
 The medallion is circular.<|im_end|>,circle,"['The', 'Round', 'C', 'round', 'circle', 'Cross', 'Circle', 'cross', 'O', 'It', 'Square', 'Heart', 'R', 'Star', 'Med', 'D', 'A', 'Triangle', 'the', 'star']","tensor([0.3542, 0.1159, 0.1142, 0.0752, 0.0619, 0.0500, 0.0432, 0.0257, 0.0221,
        0.0151, 0.0063, 0.0058, 0.0053, 0.0045, 0.0040, 0.0039, 0.0036, 0.0034,
        0.0030, 0.0022])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'round', 'rect', 'triangle', 'circle', 'oval', 'c', 'hex', 'r', 'd', 'tri', 'vertical', 'cube', 'l', 's', 'tr', 'none', 'metal', 'cur']","tensor([0.5234, 0.1821, 0.0744, 0.0639, 0.0274, 0.0138, 0.0105, 0.0081, 0.0066,
        0.0059, 0.0052, 0.0048, 0.0045, 0.0023, 0.0022, 0.0018, 0.0017, 0.0014,
        0.0014, 0.0013])",False,True
 round<|im_end|>,circle,"['round', 'circle', 'square', 'oval', 'rectangle', 'rect', 'triangle', 'c', 'circ', 'heart', 'rounded', 'p', 'd', 'ob', 'ell', 'oct', '圆', 'tri', 'b', 'o']","tensor([6.0683e-01, 2.7897e-01, 4.5036e-02, 2.4404e-02, 2.1217e-02, 5.5836e-03,
        4.9910e-03, 3.3850e-03, 9.8045e-04, 6.8558e-04, 5.5830e-04, 5.5755e-04,
        5.1876e-04, 4.0306e-04, 3.1230e-04, 2.6038e-04, 2.2273e-04, 1.5499e-04,
        1.4376e-04, 1.2662e-04])",False,False
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'box', 'oval', 'round', ' rectangular', 'long', 'Rectangle', 'ob', ' rectangle', 'flat', 'triangle', 'd', 'bar', 'Square', 's', 'l', 'white', 't']","tensor([7.7809e-01, 1.3986e-01, 5.8948e-02, 6.6176e-03, 4.2637e-03, 8.9393e-04,
        8.1904e-04, 7.3595e-04, 7.1200e-04, 6.3655e-04, 4.4149e-04, 4.0978e-04,
        2.8878e-04, 2.3561e-04, 2.1004e-04, 1.8762e-04, 1.8070e-04, 1.4581e-04,
        1.2805e-04, 1.2449e-04])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'cube', 's', 'box', 'Square', 'd', 'oval', 'triangle', 'round', ' square', 'c', 'sqrt', 'circle', '-square', 'hex', 'white', 'b', 'ob']","tensor([9.3515e-01, 5.2096e-02, 5.4880e-03, 1.4544e-03, 1.2260e-03, 7.7226e-04,
        6.2864e-04, 4.1613e-04, 1.9247e-04, 1.6656e-04, 1.6213e-04, 1.4791e-04,
        1.1805e-04, 9.2911e-05, 8.3236e-05, 7.3729e-05, 7.3013e-05, 6.3749e-05,
        6.1079e-05, 4.9289e-05])",False,True
 round<|im_end|>,square,"['round', 'circle', 'square', 'oct', 'hex', 'rectangle', 'oval', 'd', 'triangle', 'c', 'rect', 'rounded', 'he', 'circ', 'heart', 'o', 'r', 'pent', 'p', 'Square']","tensor([4.7705e-01, 1.6290e-01, 1.5322e-01, 5.0005e-02, 4.5623e-02, 3.9555e-02,
        2.7278e-02, 9.4828e-03, 8.2598e-03, 2.7174e-03, 2.2833e-03, 1.8229e-03,
        1.2645e-03, 9.6626e-04, 8.7551e-04, 5.6435e-04, 5.5184e-04, 4.8809e-04,
        3.9044e-04, 3.7980e-04])",False,False
 square<|im_end|>,square,"['square', 'round', 'triangle', 'circle', 'rectangle', 'oval', 'rect', 'd', 'tri', 'heart', 'half', 'none', 'circ', 'oct', 'p', 'c', 'tr', 's', 'flat', 'no']","tensor([0.3679, 0.1630, 0.1572, 0.1561, 0.0906, 0.0134, 0.0133, 0.0033, 0.0030,
        0.0027, 0.0027, 0.0021, 0.0014, 0.0012, 0.0012, 0.0011, 0.0006, 0.0005,
        0.0005, 0.0004])",False,True
 round<|im_end|>,square,"['round', 'circle', 'square', 'oval', 'rectangle', 'triangle', 'rect', 'heart', 'c', 'flat', 'circ', 'd', 'p', 'tri', 'rounded', 'ob', 'ell', 'ir', 'oct', 'half']","tensor([5.9029e-01, 1.6553e-01, 1.3163e-01, 4.5106e-02, 2.4087e-02, 1.5135e-02,
        9.2831e-03, 2.6066e-03, 1.9979e-03, 1.1877e-03, 1.1717e-03, 7.6970e-04,
        7.1401e-04, 6.9475e-04, 6.1612e-04, 6.0149e-04, 3.6685e-04, 3.0021e-04,
        2.6554e-04, 2.4561e-04])",False,False
 arch<|im_end|>,square,"['arch', 'rectangle', 'arc', 'ar', 'square', 'oval', 'round', 'half', 'sem', 'rect', 'circle', 'rounded', 'triangle', 'cur', 'c', 'oct', 'd', 'ell', 'arrow', 'hex']","tensor([8.3829e-01, 3.5504e-02, 2.5380e-02, 1.9123e-02, 1.4486e-02, 1.4049e-02,
        1.3025e-02, 1.0353e-02, 4.7668e-03, 4.5439e-03, 2.9762e-03, 1.6651e-03,
        1.6424e-03, 9.0259e-04, 6.0494e-04, 4.8673e-04, 4.5325e-04, 4.3178e-04,
        3.9204e-04, 2.9023e-04])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'tri', 'square', 'Triangle', 'cur', 'Rectangle', 'oct', 'rectangle', 'Tri', 'Cur', 'Square', 'py', 'arch', 'd', 'Rect', 'round', 'rect', 'hex', 'tr', 'T']","tensor([0.3686, 0.1752, 0.0428, 0.0409, 0.0402, 0.0324, 0.0302, 0.0260, 0.0220,
        0.0190, 0.0162, 0.0158, 0.0111, 0.0106, 0.0100, 0.0100, 0.0094, 0.0080,
        0.0053, 0.0049])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'round', 'oval', 'box', 'none', 'circle', 'no', 'triangle', 's', 'c', 'd', 'long', 'flat', ' rectangular', 'tri', 'cube', 'ob', 'hex']","tensor([6.2778e-01, 2.2629e-01, 3.6148e-02, 3.1668e-02, 1.4276e-02, 1.0112e-02,
        6.6824e-03, 4.3160e-03, 3.9928e-03, 3.7192e-03, 1.8873e-03, 1.3086e-03,
        1.2831e-03, 9.8017e-04, 8.8277e-04, 8.5032e-04, 6.6392e-04, 5.5449e-04,
        5.3086e-04, 5.1367e-04])",False,True
 round<|im_end|>,square,"['round', 'oval', 'circle', 'square', 'rectangle', 'triangle', 'white', 'rect', 'heart', 'rounded', 'd', 'circ', 'c', 'oct', 'hex', 'ob', 'ell', 'o', '圆', 'plate']","tensor([4.4590e-01, 2.7550e-01, 1.8044e-01, 6.8242e-02, 1.7478e-02, 1.4749e-03,
        1.3208e-03, 1.1803e-03, 9.6015e-04, 6.5459e-04, 6.2253e-04, 6.0219e-04,
        5.4539e-04, 5.0169e-04, 3.3084e-04, 2.5310e-04, 2.3658e-04, 2.1202e-04,
        1.5751e-04, 1.5675e-04])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'oval', 'round', 'Square', 'triangle', 'hex', 'white', 'long', 'Rectangle', 'd', 'ob', 'blue', ' rectangular', 's', ' rectangle', ' square', 'circle', 'oct']","tensor([5.3354e-01, 4.3675e-01, 2.0057e-02, 2.8174e-03, 6.6697e-04, 6.0293e-04,
        5.4708e-04, 4.0079e-04, 3.9577e-04, 2.8552e-04, 2.7554e-04, 2.7409e-04,
        1.7071e-04, 1.6906e-04, 1.6395e-04, 1.4862e-04, 1.3771e-04, 1.0212e-04,
        9.8598e-05, 8.9764e-05])",False,True
 star<|im_end|>,star,"['star', 'circle', 'round', 'stars', 'rectangle', 'Star', 'square', 'triangle', '星', ' star', 'd', 'st', 'p', 'shape', 'oval', 'cross', 'aster', 'white', '5', 'hex']","tensor([9.7876e-01, 1.4386e-02, 1.5783e-03, 1.1621e-03, 4.7714e-04, 3.3023e-04,
        3.2920e-04, 2.7328e-04, 1.5538e-04, 1.4033e-04, 1.2838e-04, 9.5203e-05,
        6.9490e-05, 6.5753e-05, 6.5130e-05, 5.2405e-05, 4.8684e-05, 4.8573e-05,
        4.8173e-05, 4.7235e-05])",False,True
 star<|im_end|>,star,"['star', 'stars', 'heart', 'triangle', 'd', 'square', 'cross', 'st', 'he', 'circle', 'rectangle', ' star', 'p', 'hex', '星', 'round', ' stars', 'aster', 'oct', 's']","tensor([8.2874e-01, 9.5842e-02, 2.4433e-02, 1.2533e-02, 8.6105e-03, 4.6943e-03,
        2.4467e-03, 2.0056e-03, 1.6442e-03, 1.5963e-03, 1.3914e-03, 1.2519e-03,
        1.0402e-03, 6.6148e-04, 6.1131e-04, 5.2137e-04, 4.7838e-04, 3.7372e-04,
        3.4392e-04, 3.4190e-04])",False,True
 arrow<|im_end|>,triangle,"['arrow', 'triangle', 'rectangle', 'left', 'ar', 'square', 'right', 'direction', 'l', 'rect', 'd', 'Arrow', 'tr', 'letter', ' arrow', 'angle', 'circle', 'tri', 'none', 'box']","tensor([8.0954e-01, 1.1193e-01, 2.8335e-02, 2.7664e-02, 5.2727e-03, 3.8459e-03,
        3.2911e-03, 5.6105e-04, 4.0598e-04, 3.7420e-04, 3.6795e-04, 3.3594e-04,
        2.2224e-04, 2.0339e-04, 2.0123e-04, 1.8505e-04, 1.8246e-04, 1.7271e-04,
        1.5996e-04, 1.5757e-04])",False,False
 heart<|im_end|>,heart,"['heart', 'he', 'Heart', ' heart', 'circle', 'triangle', 'hex', 'd', 'round', '心', 'rectangle', 'star', '-heart', 'oval', 'love', 'heat', 'p', 'square', ' Heart', 'horse']","tensor([9.9920e-01, 2.1122e-04, 1.7838e-04, 1.2270e-04, 8.7016e-05, 4.0566e-05,
        1.6577e-05, 1.4244e-05, 1.0543e-05, 8.1864e-06, 7.3035e-06, 5.4188e-06,
        4.1818e-06, 4.0854e-06, 3.7887e-06, 3.0159e-06, 2.7228e-06, 2.3651e-06,
        2.1269e-06, 1.7633e-06])",False,True
 heart<|im_end|>,heart,"['heart', 'round', 'bone', 'circle', 'oval', 'hex', 'dog', 'triangle', 'tag', 'square', 'rectangle', ' heart', 'he', 'b', 'd', 'bell', 'star', 'ell', 'Heart', 'oct']","tensor([9.2937e-01, 2.5827e-02, 9.0231e-03, 6.7404e-03, 6.3592e-03, 3.1103e-03,
        2.7176e-03, 1.7134e-03, 1.4067e-03, 1.1681e-03, 1.1531e-03, 1.1299e-03,
        1.0316e-03, 9.5579e-04, 8.0977e-04, 6.8242e-04, 4.3384e-04, 3.3795e-04,
        3.1320e-04, 1.6617e-04])",False,True
 circle<|im_end|>,circle,"['circle', 'round', 'oval', 'square', 'rectangle', 'heart', 'c', 'circ', 'triangle', 'none', 'd', 'star', 'ell', 'number', 'o', 'sm', 'letter', 'rounded', 'wheel', 'no']","tensor([7.5103e-01, 1.4569e-01, 2.1875e-02, 1.2554e-02, 1.0366e-02, 7.1175e-03,
        5.0076e-03, 4.0289e-03, 3.8775e-03, 3.3449e-03, 2.5955e-03, 2.1237e-03,
        1.8899e-03, 1.2231e-03, 1.1828e-03, 1.0671e-03, 9.2348e-04, 6.4742e-04,
        4.9882e-04, 4.8965e-04])",False,True
 none<|im_end|>,square,"['none', 'square', 'circle', 'round', 'rectangle', 'Square', 'triangle', 'None', 'Rectangle', 'heart', 'no', 'oval', 'O', 'C', 'Triangle', 'Round', 'No', 'Rect', 'Heart', '0']","tensor([0.3523, 0.1284, 0.1156, 0.0764, 0.0433, 0.0385, 0.0303, 0.0250, 0.0187,
        0.0155, 0.0133, 0.0119, 0.0096, 0.0057, 0.0057, 0.0052, 0.0044, 0.0043,
        0.0040, 0.0031])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'triangle', 'rect', 'tri', 'round', 'oval', 'Square', 's', 'tr', 'Rectangle', ' rectangular', 'ob', ' rectangle', 'circle', 'd', 'slice', 'bread', 'long', 'half']","tensor([5.6058e-01, 3.3276e-01, 6.6326e-02, 3.0647e-02, 2.2410e-03, 1.4820e-03,
        6.5688e-04, 3.4266e-04, 3.3089e-04, 2.6078e-04, 2.2374e-04, 2.2016e-04,
        2.1244e-04, 2.0605e-04, 1.9527e-04, 1.2406e-04, 1.0193e-04, 9.3932e-05,
        9.3186e-05, 8.2388e-05])",False,True
 heart<|im_end|>,heart,"['heart', 'he', 'Heart', ' heart', 'triangle', 'fish', 'd', 'red', 'circle', 'rectangle', 'round', 'shape', 'hex', 'love', 'star', 'oval', '心', 'square', '-heart', 'dog']","tensor([9.9815e-01, 5.2483e-04, 2.7407e-04, 1.3140e-04, 1.0754e-04, 1.0310e-04,
        3.9325e-05, 3.7399e-05, 3.3819e-05, 3.2415e-05, 2.8474e-05, 2.4391e-05,
        2.4367e-05, 2.2215e-05, 2.0859e-05, 1.5533e-05, 1.3755e-05, 1.2782e-05,
        1.2326e-05, 1.1360e-05])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'oval', 'round', 'rect', 'hex', 'circle', 'oct', 'o', 'ob', 'triangle', 'box', 'Square', 'd', 's', 'rounded', 'cube', 'white', 'c', 'ell']","tensor([7.1806e-01, 1.6459e-01, 5.8399e-02, 1.7376e-02, 1.3491e-02, 4.9848e-03,
        3.9854e-03, 2.4739e-03, 1.1182e-03, 9.7364e-04, 8.3128e-04, 8.1139e-04,
        7.0749e-04, 6.6539e-04, 5.6843e-04, 5.1905e-04, 4.9030e-04, 4.5911e-04,
        3.4840e-04, 3.2585e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'vertical', 'oval', 'triangle', 'round', 'circle', 'horizontal', 'd', 'port', 'long', 'ob', 'lands', 'none', 'c', 'Rectangle', 'cat', 'hex', 'Square']","tensor([5.0452e-01, 4.0310e-01, 4.8680e-02, 6.5947e-03, 5.2979e-03, 4.0099e-03,
        1.9468e-03, 1.0369e-03, 9.9296e-04, 9.1473e-04, 8.3116e-04, 6.4213e-04,
        6.4004e-04, 6.3172e-04, 5.7482e-04, 5.5532e-04, 5.3465e-04, 5.2294e-04,
        4.9999e-04, 3.5440e-04])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'd', 'triangle', 's', 'Square', 'hex', ' square', 'sqrt', 'rh', 'round', 'oct', '-square', 'oval', 'Rectangle', 'he', 'cube', 'ob', '_square']","tensor([8.8364e-01, 1.0467e-01, 3.8983e-03, 1.8638e-03, 1.7494e-03, 7.8732e-04,
        5.6224e-04, 4.3999e-04, 1.1951e-04, 1.1873e-04, 1.1092e-04, 8.7986e-05,
        7.9767e-05, 7.5199e-05, 7.4640e-05, 5.8798e-05, 4.4643e-05, 4.3107e-05,
        4.0845e-05, 4.0309e-05])",False,True
 triangle<|im_end|>,triangle,"['triangle', 'star', 'd', 'bird', 'tri', 'arrow', 'square', 'fish', 'dragon', 'rectangle', 'st', 't', 'tr', 'red', 'heart', 'oct', 'round', 'b', 'hex', 's']","tensor([0.5387, 0.1499, 0.1373, 0.0491, 0.0144, 0.0117, 0.0111, 0.0096, 0.0087,
        0.0050, 0.0043, 0.0033, 0.0023, 0.0023, 0.0023, 0.0020, 0.0018, 0.0015,
        0.0015, 0.0013])",False,True
 triangle<|im_end|>,triangle,"['triangle', 'd', 'tri', 'tr', 'rectangle', 'square', 'Triangle', 'hex', ' triangle', 't', 'pent', 'round', 'circle', 'arrow', 'oct', 'p', 'cone', 'py', 'trip', 'equ']","tensor([9.6446e-01, 2.2361e-02, 8.2803e-03, 1.7860e-03, 4.2727e-04, 3.0110e-04,
        2.8767e-04, 1.9828e-04, 1.3266e-04, 1.0308e-04, 8.2258e-05, 8.0072e-05,
        7.2496e-05, 7.2023e-05, 6.9527e-05, 4.9464e-05, 4.8524e-05, 3.9388e-05,
        3.4654e-05, 2.2698e-05])",False,True
 star<|im_end|>,star,"['star', 'stars', 'Star', 'circle', '星', 'round', 'cross', ' star', 'st', 'square', 'triangle', 'rectangle', 'aster', 'd', 'hex', '-star', 'p', 'heart', 'pent', ' Star']","tensor([9.9329e-01, 1.7202e-03, 1.0426e-03, 1.0213e-03, 3.5609e-04, 3.5259e-04,
        3.2026e-04, 2.4921e-04, 1.3759e-04, 1.3423e-04, 1.2769e-04, 6.8841e-05,
        6.1161e-05, 4.4592e-05, 4.3769e-05, 2.6639e-05, 2.3299e-05, 2.3294e-05,
        1.9801e-05, 1.8978e-05])",False,True
 round<|im_end|>,square,"['round', 'circle', 'oval', 'square', 'rectangle', 'white', 'triangle', 'circ', 'c', 'rounded', 'heart', 'rect', 'd', 'plate', 'b', 'ell', 'o', 'ob', '圆', 'half']","tensor([4.4534e-01, 2.5902e-01, 2.5572e-01, 2.2819e-02, 5.5274e-03, 1.7446e-03,
        8.9393e-04, 8.0385e-04, 7.2484e-04, 6.9271e-04, 6.7456e-04, 6.2707e-04,
        4.9928e-04, 3.6283e-04, 3.5458e-04, 2.2535e-04, 1.9011e-04, 1.5394e-04,
        1.3135e-04, 1.2801e-04])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'd', 'rectangle', 'tri', 'square', 'tr', 'hex', 'arrow', 'rect', 'circle', 'round', 'oct', ' triangle', 'Triangle', 't', 'right', 'sign', 'pent', 'yield', 'cone']","tensor([8.4616e-01, 4.7889e-02, 3.9714e-02, 1.9445e-02, 1.6805e-02, 7.1399e-03,
        3.1591e-03, 1.7795e-03, 1.6500e-03, 1.0141e-03, 8.6841e-04, 6.0134e-04,
        5.3501e-04, 5.0567e-04, 4.1773e-04, 4.1763e-04, 3.3791e-04, 3.2748e-04,
        3.1175e-04, 2.7771e-04])",False,True
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'heart', 'Round', 'b', 'square', 'c', 'rounded', 'circ', 'Heart', 'O', 'triangle', 'p', 'bow', 'C', 'rectangle', 'rect', ' round', 'tri']","tensor([8.7713e-01, 6.0508e-02, 1.9750e-02, 1.3455e-02, 8.4371e-03, 7.6494e-03,
        2.5688e-03, 1.7477e-03, 1.1684e-03, 8.0016e-04, 6.3521e-04, 4.8440e-04,
        4.3983e-04, 4.2672e-04, 4.0862e-04, 3.2798e-04, 2.8523e-04, 2.6087e-04,
        1.8575e-04, 1.5040e-04])",False,False
 square<|im_end|>,circle,"['square', 'circle', 'triangle', 'rectangle', 'round', 'oval', 'd', 'Square', 'half', 'none', 'tri', 'rect', 'heart', 'oct', 'Rectangle', 'hex', 'arc', 'chair', 'Triangle', 'ell']","tensor([0.3798, 0.1626, 0.1393, 0.0888, 0.0791, 0.0218, 0.0120, 0.0084, 0.0068,
        0.0067, 0.0065, 0.0059, 0.0058, 0.0045, 0.0041, 0.0028, 0.0023, 0.0020,
        0.0018, 0.0017])",False,False
 heart<|im_end|>,heart,"['heart', 'round', 'he', 'oval', ' heart', 'triangle', 'circle', 'square', 'Heart', 'hex', 'rectangle', 'd', 'cup', 'c', '心', 'rect', 'b', 'oct', 'white', '-heart']","tensor([9.9518e-01, 1.1874e-03, 1.1424e-03, 4.6257e-04, 2.6071e-04, 2.5181e-04,
        2.3443e-04, 1.9694e-04, 1.6547e-04, 1.3129e-04, 1.0678e-04, 7.0320e-05,
        3.0759e-05, 2.5490e-05, 2.1381e-05, 1.6439e-05, 1.5120e-05, 1.3393e-05,
        1.2536e-05, 1.1442e-05])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 's', 'rect', 'Square', 'round', 'tile', 'hex', 'sqrt', 'd', 'triangle', ' square', '-square', 'sq', 'Rectangle', 'tan', '_square', 't', 'cube', 'circle']","tensor([9.8148e-01, 1.2066e-02, 1.9012e-03, 1.1670e-03, 9.6759e-04, 2.4057e-04,
        2.3333e-04, 1.8691e-04, 1.4883e-04, 1.1578e-04, 1.0549e-04, 9.5409e-05,
        6.3100e-05, 5.8920e-05, 3.4725e-05, 3.0577e-05, 2.8158e-05, 2.7298e-05,
        2.6727e-05, 2.5061e-05])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'round', 'rect', 'circle', 'oval', 'triangle', 'card', 'box', 'Square', 'rounded', 'hex', 'Rectangle', ' rectangular', ' square', 'd', 's', 'oct', 'heart', 'p']","tensor([8.3231e-01, 1.0676e-01, 2.9694e-02, 1.1953e-02, 9.9006e-03, 1.7082e-03,
        8.4807e-04, 8.3847e-04, 7.5995e-04, 6.9144e-04, 2.4526e-04, 2.1489e-04,
        2.0995e-04, 2.0447e-04, 1.9515e-04, 1.8388e-04, 1.6885e-04, 1.6246e-04,
        1.3067e-04, 9.8742e-05])",False,True
 square<|im_end|>,square,"['square', 'd', 's', 'star', 'triangle', 'Square', 'rectangle', 'stars', 'cross', 'hex', 'heart', 'tri', 'D', 'he', 'rect', 'circle', 'S', 'blue', ' squares', 'oct']","tensor([5.9205e-01, 2.7245e-01, 5.3816e-02, 1.4850e-02, 1.0777e-02, 9.1455e-03,
        7.5642e-03, 4.0913e-03, 4.0723e-03, 3.4301e-03, 2.4846e-03, 2.0099e-03,
        1.5435e-03, 1.1845e-03, 8.8185e-04, 8.8105e-04, 6.6431e-04, 4.8706e-04,
        4.6219e-04, 4.5591e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'round', 'oval', 'circle', 'Rectangle', 'triangle', ' rectangular', 'long', 'Rect', 'd', 'cur', 'rounded', 'tri', 'Square', 'ob', 'oct', 'l', ' rectangle']","tensor([0.5227, 0.2065, 0.0905, 0.0848, 0.0432, 0.0086, 0.0060, 0.0036, 0.0015,
        0.0014, 0.0013, 0.0013, 0.0012, 0.0011, 0.0009, 0.0008, 0.0008, 0.0008,
        0.0007, 0.0007])",False,False
 star<|im_end|>,star,"['star', 'stars', 'circle', 'triangle', 'heart', 'cross', 'aster', 'd', 'st', 'square', 'arrow', ' star', '星', 'round', 'Star', 'rectangle', 'p', 'sp', 't', 'b']","tensor([9.7019e-01, 7.0003e-03, 2.9448e-03, 2.7175e-03, 2.3006e-03, 2.1156e-03,
        1.6450e-03, 1.0670e-03, 6.8372e-04, 4.9140e-04, 4.5305e-04, 4.5148e-04,
        4.4735e-04, 4.4332e-04, 3.6554e-04, 3.5213e-04, 2.9845e-04, 1.7951e-04,
        1.4022e-04, 1.2264e-04])",False,True
 star<|im_end|>,star,"['star', 'circle', 'stars', 'round', '星', 'Star', ' star', 'triangle', 'square', 'st', 'd', 'rectangle', 'cross', 'aster', 'heart', 'p', 'c', 'hex', '-star', ' Star']","tensor([9.9695e-01, 1.4980e-03, 4.0442e-04, 1.6822e-04, 1.2002e-04, 1.0597e-04,
        1.0446e-04, 8.1607e-05, 5.8085e-05, 4.7326e-05, 4.2680e-05, 3.1755e-05,
        2.4301e-05, 2.1416e-05, 1.6216e-05, 7.5779e-06, 7.4996e-06, 7.3386e-06,
        6.4433e-06, 6.1192e-06])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 't', 'triangle', 'cross', 'round', 'hex', 'circle', 'c', 'd', 'post', 'oval', 'vertical', 'p', 'tri', 'oct', 'T', 'Rectangle', 'sign']","tensor([0.4317, 0.2420, 0.0515, 0.0492, 0.0420, 0.0347, 0.0319, 0.0225, 0.0083,
        0.0081, 0.0063, 0.0049, 0.0039, 0.0032, 0.0031, 0.0027, 0.0025, 0.0019,
        0.0018, 0.0016])",False,False
 oval<|im_end|>,circle,"['oval', 'round', 'square', 'rectangle', 'rect', 'circle', 'triangle', 'c', 'ell', 'tri', 'heart', 'rounded', 'd', 'hex', 'half', 'ob', 'cur', 'mir', 's', 'sem']","tensor([0.3840, 0.2781, 0.1119, 0.1085, 0.0423, 0.0205, 0.0136, 0.0032, 0.0028,
        0.0025, 0.0022, 0.0019, 0.0012, 0.0011, 0.0010, 0.0010, 0.0008, 0.0007,
        0.0007, 0.0006])",False,False
